ID,FacilityName,StreetAddress,City,PostalCode,Type,Phone
0,Sunset Recycling Center,5401 KATELLA AVE ,CYPRESS,90720,CRV,(818) 661-7387
0,Richfield Metal & Recycling,840 LINCOLN AVE ,CORNING,96021,CRV,(530) 988-3033
0,The Cans Company,3454 W LINCOLN AVE ,ANAHEIM,92801,CRV,(714) 402-5580
0,Friendly Recycling,8721 Troy St ,Spring Valley,91977,CRV,(619) 467-7328
0,Express Cross Interstate Inc,745 W NAOMI AVE ,ARCADIA,91007,CRV,(626) 625-9935
0,CRV Only Store Inc,5727 KANAN RD ,AGOURA HILLS,91301,CRV,(805) 404-7221
0,Ponce Recycling,1101 HUNTINGTON DR ,ARCADIA,91007,CRV,(323) 533-4862
0,Evergreen Recycling and Waste Inc,2722 E LOS ANGELES AVE ,SIMI VALLEY,93065,CRV,(323) 873-7105
0,Green Field Recycle,12025 Gardiner St ,Boron,93516,CRV,(760) 762-6773
0,JBR Recycling 2,10404 S VERMONT AVE ,LOS ANGELES,90044,CRV,(323) 204-8308
0,Ponce Recycling,1645 W HOLT AVE ,POMONA,91768,CRV,(323) 533-4862
0,The Cans Company,2741 1/2 W MACARTHUR BLVD ,SANTA ANA,92704,CRV,(714) 402-5580
0,Ponce Recycling,2291 W MALVERN AVE ,FULLERTON,92833,CRV,(323) 533-4862
0,Ponce Recycling,1040 E BASTANCHURY RD ,FULLERTON,92835,CRV,(323) 533-4862
0,Ponce Recycling,1413 HAWTHORNE BLVD ,REDONDO BEACH,90278,CRV,(323) 533-4862
0,Story Road Recycling LLC,1303 Story Rd ,San Jose,95122,CRV,(408) 806-3881
0,DMR Recycling,1461 N St ,Firebaugh,93622,CRV,(559) 903-8052
0,D&T Recycling Center,14113 Garfield Ave ,Paramount,90723,CRV,(213) 999-8635
0,H Street Recycling,2501 S H St ,Bakersfield,93304,CRV,(661) 567-9665
0,Sunset Recycling Center,10531 CARMENITA RD ,SANTA FE SPRINGS,90670,CRV,(818) 661-7387
0,AGS Recycling Inc,564 MESA VIEW DR ,ARROYO GRANDE,93420,CRV,(805) 598-6285
0,Sunset Recycling Center,1470 E HIGHLAND AVE ,SAN BERNARDINO,92404,CRV,(818) 661-7387
0,MayKat Recycling LLC,9417 LAUREL CANYON BLVD ,ARLETA,91331,CRV,(818) 279-4562
0,Sunset Recycling Center,315 E ALESSANDRO BLVD ,RIVERSIDE,92508,CRV,(818) 661-7387
0,Renovate Recycling Center Inc,2429 W MCFADDEN AVE ,SANTA ANA,92704,CRV,(714) 453-7028
0,Sunset Recycling Center,12804 La Mirada Blvd ,La Mirada,90638,CRV,(818) 661-7387
0,KBJ Recycling,325 L St ,Sanger,93657,CRV,(559) 281-5501
0,Jen M Recycling,17051 E AVENUE O ,PALMDALE,93591,CRV,(661) 899-0189
0,Ponce Recycling,21751 LAKE FOREST DR ,LAKE FOREST,92630,CRV,(714) 794-7542
0,Ponce Recycling,18405 BROOKHURST ST ,FOUNTAIN VALLEY,92708,CRV,(714) 794-7542
0,Ponce Recycling,26901 Aliso Creek Rd ,Aliso Viejo,92656,CRV,(714) 794-7542
0,Ponce Recycling,12470 SEAL BEACH BLVD ,SEAL BEACH,90740,CRV,(714) 794-7542
0,Ponce Recycling,19081 GOLDENWEST ST ,HUNTINGTON BEACH,92648,CRV,(714) 794-7542
0,Ponce Recycling,22333 SHERMAN WAY ,CANOGA PARK,91303,CRV,(818) 531-5654
0,Ponce Recycling,14400 CULVER DR ,IRVINE,92604,CRV,(714) 794-7542
0,Ponce Recycling,22915 Victory Blvd ,West Hills,91307,CRV,(818) 531-5654
0,Ponce Recycling,1150 N PEPPER AVE ,COLTON,92324,CRV,(323) 533-4862
0,Ponce Recycling,500 Hacienda Dr ,Vista,92081,CRV,(619) 587-9876
0,Ponce Recycling,2652 Jamacha Rd ,El Cajon,92019,CRV,(619) 587-9876
0,Ponce Recycling,3963 E Thousand Oaks Blvd ,Thousand Oaks,91362,CRV,(818) 531-5654
0,Ponce Recycling,5241 Warner Ave ,Huntington Beach,92649,CRV,(714) 794-7542
0,Ponce Recycling,312 Euclid Ave ,San Diego,92114,CRV,(619) 587-9876
0,Ponce Recycling,915 S BROOKHURST ST ,ANAHEIM,92804,CRV,(714) 794-7542
0,Ponce Recycling,250 W ESPLANADE DR ,OXNARD,91335,CRV,(818) 531-5654
0,Ponce Recycling,710 N Rose Dr ,Placentia,92870,CRV,(714) 794-7542
0,Ponce Recycling,27730 Santa Margarita Pkwy ,Mission Viejo,92691,CRV,(714) 794-7542
0,Ponce Recycling,1100 N SAN FERNANDO BLVD ,BURBANK,91504,CRV,(818) 531-5654
0,Ponce Recycling,780 OTAY LAKES RD ,CHULA VISTA,91910,CRV,(619) 587-9876
0,Ponce Recycling,11875 CARMEL MOUNTAIN RD ,SAN DIEGO,92128,CRV,(619) 587-9876
0,Ponce Recycling,7420 BROADWAY ST ,LEMON GROVE,91945,CRV,(619) 587-9876
0,Ponce Recycling,101 W LOS ANGELES AVE ,MOORPARK,93021,CRV,(818) 531-5654
0,Ponce Recycling,660 PALOMAR ST ,CHULA VISTA,91911,CRV,(619) 587-9876
0,Ponce Recycling,1500 N MOORPARK RD ,THOUSAND OAKS,91360,CRV,(818) 531-5654
0,Ponce Recycling,3011 ALTA VIEW DR ,SAN DIEGO,92139,CRV,(619) 587-9876
0,Ponce Recycling,1776 VICTORIA AVE ,VENTURA,93003,CRV,(818) 531-5654
0,Ponce Recycling,25104 MARGUERITE PKWY ,MISSION VIEJO,92675,CRV,(714) 794-7542
0,Ponce Recycling,1320 E 30TH ST ,NATIONAL CITY,91950,CRV,(619) 587-9876
0,Ponce Recycling,3455 DEL MAR HEIGHTS RD ,SAN DIEGO,92130,CRV,(619) 587-9876
0,Ponce Recycling,638 CAMINO DE LOS MARES ,SAN CLEMENTE,92673,CRV,(714) 794-7542
0,Ponce Recycling,1733 E PALM CANYON DR ,PALM SPRINGS,92264,CRV,(714) 794-7542
0,JB Recycling,318 N LEMON AVE ,WALNUT,91789,CRV,(818) 634-1641
0,Foothill Recycling,6360 FOOTHILL BLVD ,TUJUNGA,91042,CRV,(818) 747-9877
0,JBR Recycling #3,10211 S AVALON BLVD ,LOS ANGELES,90003,CRV,(323) 204-8308
0,Ponce Recycling,306 TWIN OAKS VALLEY RD ,SAN MARCOS,92078,CRV,(619) 587-9876
0,Wojo Enterprises Inc dba Allied Recycling,1425 N Magnolia Ave ,El Cajon,92020,CRV,(619) 390-6637
0,4th Street Recycling,650 INDIAN CIRCLE DR ,PERRIS,92570,CRV,(323) 204-8308
0,Ocean's Recycling LLC,7421 W STOCKTON BLVD ,SACRAMENTO,95823,CRV,(916) 508-0631
0,Sunset Recycling Center,13525 LAKEWOOD BLVD ,DOWNEY,90242,CRV,(818) 661-7387
0,Sunset Recycling Center,20060 VENTURA BLVD ,WOODLAND HILLS,91364,CRV,(818) 661-7387
0,Sunset Recycling Center,5951 DEL AMO BLVD ,LAKEWOOD,90713,CRV,(818) 661-7387
0,Sunset Recycling Center,3455 SEPULVEDA BLVD ,TORRANCE,90505,CRV,(818) 661-7387
0,Sunset Recycling Center,9470 LAS TUNAS DR ,TEMPLE CITY,91780,CRV,(818) 661-7387
0,Sunset Recycling Center,14919 WHITTIER BLVD ,WHITTIER,90605,CRV,(818) 661-7387
0,Sunset Recycling Center,12222 CARSON ST ,HAWAIIAN GARDENS,90716,CRV,(818) 661-7387
0,Sunset Recycling Center,8626 FIRESTONE BLVD ,DOWNEY,90241,CRV,(818) 661-7387
0,Sunset Recyclng Center,7810 NORWALK BLVD ,WHITTIER,90606,CRV,(818) 661-7387
0,Sunset Recycling Center,330 N ATLANTIC BLVD ,MONTEREY PARK,91754,CRV,(818) 661-7387
0,Eveling Recycling,8228 S Central Ave ,Los Angeles,90002,CRV,(323) 494-1502
0,CRV Recycle Center Inc,1724 E AVENIDA DE LOS ARBOLES ,THOUSAND OAKS,91362,CRV,(805) 404-7221
0,Sunset Recycling Center,27760 N MCBEAN PKWY ,VALENCIA,91354,CRV,(818) 661-7387
0,Sunset Recycling Center,914 W ORANGETHORPE AVE ,FULLERTON,92832,CRV,(818) 661-7387
0,Sunset Recycling Center,4250 VAN BUREN BLVD ,RIVERSIDE,92503,CRV,(818) 661-7387
0,Sunset Recycling Center,3000 BALDWIN PARK BLVD ,BALDWIN PARK,91706,CRV,(818) 661-7387
0,Sunset Recycling Center,33145 TEMECULA PKWY ,TEMECULA,92592,CRV,(818) 661-7387
0,Sunset Recycling Center,12660 LIMONITE ,CORONA,92880,CRV,(818) 661-7387
0,Sunset Recycling Center,23801 WASHINGTON AVE ,MURRIETA,92562,CRV,(818) 661-7387
0,Sunset Recycling Center,7369 MILLIKEN AVE ,RANCHO CUCAMONGA,91730,CRV,(818) 661-7387
0,Sunset Recycling Center,1821 N HACIENDA BLVD ,LA PUENTE,91744,CRV,(818) 661-7387
0,Sunset Recycling Center,26529 HIGHLAND AVE ,HIGHLAND,92346,CRV,(818) 661-7387
0,NS Recycling,13825 Amar Rd ,La Puente,91746,CRV,(323) 540-1788
0,HP Recycling Center,8300 SANTA FE AVE ,HUNTINGTON PARK,90255,CRV,(310) 278-5464
0,J & S Recycling,3560 ASHFORD ST ,SAN DIEGO,92111,CRV,(619) 415-2691
0,Everyday Recycling,1616 W KATELLA AVE ,ANAHEIM,92802,CRV,(626) 290-0895
0,Everyday Recycling,3900 CHICAGO AVE ,RIVERSIDE,92507,CRV,(626) 290-0895
0,Everyday Recycling,14738 LA PAZ DR ,VICTORVILLE,92395,CRV,(626) 290-0895
0,Everyday Recycling,16266 BEAR VALLEY RD ,VICTORVILLE,92392,CRV,(626) 290-0895
0,Criss Recycling,1013 E PALMDALE BLVD ,PALMDALE,93550,CRV,(818) 524-0182
0,Industrial Fabricators & Scrap,12150 MOJAVE ST ,HESPERIA,92344,CRV,(760) 949-5902
0,San Gabriel Recycling,1069 HOOVER ST ,LOS ANGELES,90015,CRV,(323) 812-7352
0,Milton's Recycling Center,6620 S Central Ave ,Los Angeles,90001,CRV,(323) 705-9277
0,Green Town Recycling #4,5832 RIVERSIDE DR ,CHINO,91710,CRV,(818) 679-0687
0,Gaytan Recycling,6800 FRUITRIDGE RD ,SACRAMENTO,95820,CRV,(916) 239-9672
0,AAA Recycling,875 ATWATER BLVD ,ATWATER,95301,CRV,(209) 261-3545
0,AAA Recycling,242 N MAIN ST ,LIVINGSTON,95334,CRV,(209) 261-3545
0,AAA Recycling,16385 W SCHENDEL AVE ,DELHI,95315,CRV,(209) 261-3545
0,Ashley Recycling,24117 Avenue 9 ,Madera,93637,CRV,(559) 718-9455
0,LTS Recycling,21727 W MANNING AVE ,SAN JOAQUIN,93660,CRV,(559) 790-6056
0,Jose's Recycling,810 OILDALE DR ,BAKERSFIELD,93308,CRV,(661) 399-2779
0,RB Recycling,1280 NORTH H ST ,TULARE,93274,CRV,(559) 991-8971
0,Union Recycling Inc,1055 W Ventura St ,Fillmore,93015,CRV,(805) 514-4849
0,Perspective Recycling,857 W 95TH ST ,LOS ANGELES,90044,CRV,(323) 613-5021
0,SoCal Recycling,428 Walnut Ave ,Holtville,92250,CRV,(760) 497-6626
0,SoCal Recycling,10772 JEFFERSON BLVD ,CULVER CITY,90230,CRV,(323) 662-2904
0,SoCal Recycling,10772 JEFFERSON BLVD ,CULVER CITY,90230,CRV,(323) 662-2904
0,RCD Recycling,4706 S WESTERN AVE ,LOS ANGELES,90062,CRV,(323) 984-3009
0,Espinoza Recycling #2,1618 E IMPERIAL HWY ,LOS ANGELES,90057,CRV,(323) 396-2856
0,Ponce Recycling,1018 CASITAS PASS RD ,CARPINTERIA,93013,CRV,(323) 533-4862
0,Go Green Recycling,20410 US HIGHWAY 18 ,APPLE VALLEY,92307,CRV,(760) 240-2220
0,Santana Recycling,8363 FOLSOM BLVD ,SACRAMENTO,95670,CRV,(916) 856-4734
0,TopRecycling LLC,4900 ELK GROVE BLVD ,ELK GROVE,95758,CRV,(916) 758-1866
0,Santana's Recycling Center,24405 Sunnymead Blvd ,Moreno Valley,92553,CRV,(951) 230-1900
0,Ace Metals Recycling Center,1126A W Ward Ave ,Ridgecrest,93555,CRV,(760) 472-1887
0,Rivas Recycling Center,4707 Slauson Ave ,Maywood,90270,CRV,(323) 245-5893
0,Roger Recycling Center,3435 Pioneer Dr ,Bakersfield,93306,CRV,(661) 377-6387
0,Renovate Recycling Center Inc,138 W BRYANT ST ,BLOOMINGTON,92316,CRV,(714) 453-7028
0,Santa Paula Recycling,17905 E Telegraph Rd ,Santa Paula,93060,CRV,(805) 933-4400
0,J & R Recycling,9642 Hesperia Rd ,Hesperia,92345,CRV,(760) 880-9314
0,CRV Recycle Center Inc,20028 SATICOY ST ,WINNETKA,91306,CRV,(805) 404-7221
0,HG Recycling,4242 PARK PL ,BALDWIN PARK,91706,CRV,(323) 736-9004
0,Colorado River Valley Recycling Center,377 S Broadway ,Blythe,92225,CRV,(760) 922-5457
0,Sunset Recycling Center,13051 VICTORY BLVD ,VALLEY GLEN,91606,CRV,(818) 661-7387
0,Ada's Recycling,1949 FREMONT BLVD ,SEASIDE,93955,CRV,(831) 240-9056
0,Sunset Recycling Center,151 W BASELINE RD ,RIALTO,92376,CRV,(818) 661-7387
0,Clarissa's Recycling,3800 MCHENRY AVE ,MODESTO,95356,CRV,(209) 496-0515
0,SoCal Recycling,220 E BARIONI BLVD ,IMPERIAL,92251,CRV,(760) 497-6626
0,Recycle From Home LLC,1601 E EDINGER AVE ,SANTA ANA,92705,CRV,(562) 254-5212
0,Rodriguez Recycling,1112 MAIN ST ,COLUSA,95932,CRV,(530) 988-6244
0,Santana Recycling,10261 FAIRWAY DR ,ROSEVILLE,95678,CRV,(916) 856-4734
0,Trojan Recycling Center,9750 KATELLA AVE ,GARDEN GROVE,92804,CRV,(714) 345-4234
0,The Cans Company,8522 WESTMINSTER BLVD ,WESTMINSTER,92683,CRV,(714) 402-5580
0,Richfield Metal Recycling,532 4TH ST ,ORLAND,95963,CRV,(530) 824-2123
0,Richfield Metal & Recycling,123 S BUTTE ST ,WILLOWS,95988,CRV,(530) 824-2123
0,Benites Recycling,43157 20TH ST WEST ,LANCASTER,93534,CRV,(661) 445-1636
0,Eric's Recycling Center,19037 S MAIN ST ,CARSON,90745,CRV,(323) 333-0021
0,Tollhouse,1427 TOLLHOUSE RD ,CLOVIS,93611,CRV,(559) 706-6399
0,Allfin Recycling Center,4709 S Vermont Ave ,Los Angeles,90037,CRV,(323) 453-4789
0,E&C Recycling,9700 Woodman Ave ,Arleta,91331,CRV,(562) 209-0003
0,Freeway Recycling,2320 E LINCOLN AVE ,ANAHEIM,92816,CRV,(818) 415-3363
0,Sanchez Recycle LLC,850 I ST ,REEDLEY,93654,CRV,(559) 593-3088
0,Eliseo Recycling,602 E CASA LOMA DR ,BAKERSFIELD,93307,CRV,(661) 531-5661
0,Eric's Recycling Center,2181 E 10TH ST ,LOS ANGELES,90021,CRV,(323) 333-0021
0,EcoGreen Recycling,12172 TRUMAN ST ,SAN FERNANDO,91340,CRV,(213) 245-5476
0,Olyns,3970 Rivermark Plz ,Santa Clara,95054,CRV,(866) 472-6432
0,Recycle Transfer Reuse Recyco Inc,4585 E Olive Ave ,Fresno,93702,CRV,(650) 634-8449
0,Good Earth Recycling Center,2041 W COMMONWEALTH AVE ,FULLERTON,92833,CRV,(310) 706-5398
0,Recycling Inc,43847 DIVISION ST ,LANCASTER,93535,CRV,(323) 240-2341
0,Sunset Recycling Center,79795 HWY 111 ,LA QUINTA,92253,CRV,(818) 661-7387
0,Fit Recycling,4323 Floral Dr ,Los Angeles,90022,CRV,(323) 283-5193
0,Fit Recycling,1951 W 16th St ,Long Beach,90813,CRV,(323) 283-5193
0,Robertos Recycling,25496 BASE LINE ST ,SAN BERNARDINO,92346,CRV,(562) 415-3569
0,Sunset Recycling Center,2070 W REDLANDS BLVD ,REDLANDS,92373,CRV,(818) 661-7387
0,Manor Market,3100 W Line St ,Bishop,93514,CRV,(760) 873-4296
0,Recycle Planet Inc,6935 Power Inn Rd ,Sacramento,95828,CRV,(916) 732-9253
0,Recycling Zone Inc,3300 PACHECO BLVD ,MARTINEZ,94553,CRV,(925) 216-8640
0,American Reclamation Inc,5487 W San Fernando RD ,Los Angeles,90039,CRV,(818) 552-4078
0,AGS Recycling Inc,2650 MAIN ST ,MORRO BAY,93442,CRV,(805) 598-6285
0,United Cerebral Palsy of the North Bay,485 GROVE ST ,HEALDSBURG,95448,CRV,(707) 766-9990 ext.1014
0,Olyns,555 E CALAVERAS BLVD ,MILPITAS,95035,CRV,(866) 472-6432
0,Olyns,20620 HOMESTEAD RD ,CUPERTINO,95014,CRV,(866) 472-6432
0,Olyns,6477 ALMADEN EXPY ,SAN JOSE,95120,CRV,(866) 472-6432
0,Olyns,950 W HAMILTON AVE ,CAMPBELL,95008,CRV,(866) 472-6432
0,Olyns,1530 HAMILTON AVE ,SAN JOSE,95125,CRV,(866) 472-6432
0,Olyns,150 E EL CAMINO REAL ,SUNNYVALE,94087,CRV,(866) 472-6432
0,Gaytan Recycling,8038 GREENBACK LN ,CITRUS HEIGHTS,95610,CRV,(916) 239-9672
0,BottleBank,511 Buckingham Way ,SAN FRANCISCO,94132,CRV,(833) 732-6885
0,BottleBank,511 Buckingham Way ,SAN FRANCISCO,94132,CRV,(833) 732-6885
0,BottleBank,511 Buckingham Way ,SAN FRANCISCO,94132,CRV,(833) 732-6885
0,BottleBank,511 Buckingham Way ,SAN FRANCISCO,94132,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,BottleBank,850 La Playa St ,San Francisco,94121,CRV,(833) 732-6885
0,Sunset Recycling Center,1691 E 6TH ST ,BEAUMONT,92223,CRV,(818) 661-7387
0,Millenia Recycling,800 E LUGONIA AVE ,REDLANDS,92374,CRV,(909) 240-6183
0,16 Street Recycling,11944 RAMONA BLVD ,EL MONTE,91732,CRV,(818) 859-3211
0,R Estrada Recycling,5870 S CENTRAL AVE ,LOS ANGELES,90001,CRV,(714) 829-0548
0,Guido's Recycling LLC,10020 LIVE OAK BLVD ,LIVE OAK,95953,CRV,(530) 370-4541
0,Jose Recycling,3801 YOSEMITE BLVD ,MODESTO,95357,CRV,(209) 872-8431
0,JL Recycling Co,3270 NORTHGATE BLVD ,SACRAMENTO,95833,CRV,(707) 529-2517
0,Guido's Recycling LLC,1364 HIGHWAY 99 ,GRIDLEY,95948,CRV,(530) 370-4541
0,AGS Recycling Inc,3580 ORCUTT DR ,SANTA MARIA,93455,CRV,(805) 598-6285
0,Ecogen Recycling Center,8616 CALIFORNIA AVE ,RIVERSIDE,92504,CRV,(951) 655-0348
0,Valley Wide Recycling,37357 AVENUE 12 ,MADERA,93636,CRV,(559) 790-4991
0,The Cans Company,120 S HARBOR BLVD ,SANTA ANA,92704,CRV,(714) 402-5580
0,JADO Recycling,46 FIFTH AVE ,REDWOOD CITY,94063,CRV,(855) 857-8020
0,JADO Recycling,4650 MERIDIAN AVE ,SAN JOSE,95124,CRV,(855) 857-8020
0,Green World Recycling,3460 OAKDALE RD ,MODESTO,95355,CRV,(209) 566-4174
0,J&C Recycling,435 E LINCOLN ST STE D,BANNING,92220,CRV,(951) 400-3900
0,M & M Recycling,14518 MAIN ST ,HESPERIA,92345,CRV,(760) 867-6281
0,CTL Recycling Center LLC,1757 CECIL AVE ,DELANO,93215,CRV,(661) 444-4175
0,Sunset Recycling Center,345 WILLIAMS AVE ,SAN FRANCISCO,94124,CRV,(818) 661-7387
0,Farmers Market,8202 PEARBLOSSOM HWY ,LITTLEROCK,93543,CRV,(661) 944-1364
0,FIELD Recycle,355 ENTERPRISE WAY STE D,TEHACHAPI,93561,CRV,(661) 527-6005
0,Eliseo Recycling,723 QUANTICO AVE ,BAKERSFIELD,93307,CRV,(818) 792-0192
0,Hullett Enterprise Inc,2810 E Hullett St ,Long Beach,90805,CRV,(626) 384-0106
0,Barstow Recycling,2160 E Main St ,Barstow,92311,CRV,(760) 987-1899
0,A1 Recycling,7905 S FIGUEROA ST ,LOS ANGELES,90003,CRV,(310) 504-4699
0,Jesus Facility #2,12511 W G ST ,BIOLA,93606,CRV,(559) 430-4096
0,J L Recycling,13384 LINCOLN WAY ,AUBURN,94063,CRV,(916) 459-0814
0,Jorge Garcia Recycling,309 N CHESTER AVE ,BAKERSFIELD,93308,CRV,(661) 312-6450
0,CRV Recycling Solutions,7511 ORANGETHORPE AVE ,BUENA PARK,90621,CRV,(818) 203-3035
0,CRV Recycling Solutions,1800 E COLLINS AVE ,ORANGE,92867,CRV,(818) 203-3035
0,Pereira Recycling Center,3026 Frazier St ,Baldwin Park,91706,CRV,(323) 548-7951
0,United Cerebral Palsy of the North Bay,1000 GRAVENSTEIN HWY N ,SEBASTOPOL,95472,CRV,(707) 799-9566
0,Santana Recycling,7007 S LAND PARK DR ,SACRAMENTO,95831,CRV,(916) 856-4734
0,J & R Recycling Center,2105 EDISON HWY ,BAKERSFIELD,93305,CRV,(831) 206-0331
0,CRV Recycling Solutions,8888 CHAPMAN AVE ,GARDEN GROVE,92841,CRV,(818) 203-3035
0,CRV Recycling Solutions,851 N HARBOR BLVD ,LA HABRA,90631,CRV,(818) 203-3035
0,CRV Recycling Solutions,17050 VAN BUREN BLVD ,RIVERSIDE,92504,CRV,(833) 970-1010
0,CRV Recycling Solutions,26892 LA PAZ RD ,ALISO VIEJO,92656,CRV,(833) 970-1010
0,CRV Recycling Solutions,9225 MAGNOLIA AVE ,RIVERSIDE,92503,CRV,(833) 970-1010
0,CRV Recycling Solutions,6160 ARLINGTON AVE ,RIVERSIDE,92504,CRV,(833) 970-1010
0,CRV Recycling Solutions,2790 HAMNER AVE ,NORCO,92860,CRV,(833) 970-1010
0,Save N Recycle,1338 W MANCHESTER AVE ,LOS ANGELES,90044,CRV,(323) 496-7417
0,CTL Recycling Center LLC,400 W PERKINS AVE ,MCFARLAND,93250,CRV,(661) 444-4175
0,Dinuba Mini Mart Recycling,10014 S ALTA AVE ,REEDLEY,93654,CRV,(559) 723-0104
0,Sunset Recycling Center,1688 N PERRIS BLVD ,PERRIS,92571,CRV,(818) 661-7387
0,Green LA Recycling,1862 E 55TH ST ,LOS ANGELES,90058,CRV,(818) 726-9331
0,PB4 Recycling,2125 E 90th St ,Los Angeles,90002,CRV,(323) 896-6129
0,Jado Recycling,523 S SHORE CENTER W ,ALAMEDA,94501,CRV,(855) 857-8020
0,CRV Recycling Solutions,1786 E LUGONIA AVE ,REDLANDS,92374,CRV,(833) 970-1010
0,CRV Recycling Solutions,11365 BRYANT ST ,YUCAIPA,92399,CRV,(833) 970-1010
0,CRV Recycling Solutions,18140 ARROW BLVD ,FONTANA,92335,CRV,(833) 970-1010
0,CRV Recycling Solutions,2053 E WASHINGTON ST ,COLTON,92324,CRV,(833) 970-1010
0,CRV Recycling Solutions,1536 BARTON RD ,REDLANDS,92373,CRV,(833) 970-1010
0,CRV Recycling Solutions,16750 LAKESHORE DR ,LAKE ELSINORE,92530,CRV,(833) 970-1010
0,CRV Recycling Solutions,1155 CALIMESA BLVD ,CALIMESA,92320,CRV,(833) 970-1010
0,CRV Recycling Solutions,31813 TEMECULA PKWY ,TEMECULA,92592,CRV,(833) 970-1010
0,JL Recycling Co,1000 DOUGLAS BLVD ,ROSEVILLE,95678,CRV,(916) 459-0814
0,Recycle Now Inc,133 W AVE 45 ,LOS ANGELES,90065,CRV,(818) 331-2128
0,Recycle Now Inc,3561 W SLAUSON AVE ,LOS ANGELES,90043,CRV,(818) 331-2128
0,Recycle Now Inc,15358 BEACH BLVD ,WESTMINSTER,92683,CRV,(818) 331-2128
0,Recycle Now Inc,12375 CENTRAL AVE ,CHINO,91710,CRV,(818) 331-2128
0,Recycle Now Inc,13075 EUCLID ST ,GARDEN GROVE,92843,CRV,(818) 331-2128
0,Sanchez Recycling Inc,22405 GOLDENCREST DR ,MORENO VALLEY,92553,CRV,(714) 465-6732
0,S & L Recycling,7949 HWY 99E ,LOS MOLINOS,96055,CRV,(530) 567-5074
0,Alfa Recycling Co,772 W INYO AVE ,TULARE,93274,CRV,(408) 464-2346
0,CRV Recycling Solutions,25904 NEWPORT RD ,MENIFEE,92584,CRV,(833) 970-1010
0,Ponce Recycling,13321 SOUTH ST ,CERRITOS,90703,CRV,(714) 794-7542
0,CRV Recycling Solutions,2660 PARK CENTER DR ,SIMI VALLEY,93065,CRV,(833) 970-1010
0,Jado Recycling,39200 PASEO PADRE PKWY ,FREMONT,94538,CRV,(855) 857-8020
0,CRV Recycling Solutions,14168 HWY 395 ,ADELANTO,92301,CRV,(833) 970-1010
0,16 Street Recycling,510 WORKMAN MILL RD ,LA PUENTE,91746,CRV,(818) 859-3211
0,Town Clean Recycle Center,3907 MISSOURI FLAT RD ,PLACERVILLE,95667,CRV,(775) 223-9216
0,Dadaian Recycling,1212 E SLAUSON AVE ,LOS ANGELES,90011,CRV,(323) 235-4115
0,Sunset Recycling Center,82124 US HIGHWAY 111 ,INDIO,92201,CRV,(818) 661-7387
0,Los Tres Hermanos Recycling,21124 HWY 46 ,LOST HILLS,93249,CRV,(661) 342-0635
0,Chavira Recycling,3210 W AVENUE L ,LANCASTER,93536,CRV,(661) 936-8412
0,Clover Flat Resource Recovery Park,4380 Silverado Tr ,Calistoga,94515,CRV,(707) 963-7988
0,J&D Recycling LLC,1015 N Amphlett Blvd ,San Mateo,94401,CRV,(650) 685-1901
0,Ramirez Recycling Center,940 PARK BLVD ,ORANGE COVE,93646,CRV,(559) 623-3257
0,Ponce Recycling,201 W ARBOR VITAE ST ,INGLEWOOD,90301,CRV,(323) 533-4862
0,Cameron Park Buy Back Center,3350 SARATOGA LN ,CAMERON PARK,95682,CRV,(530) 626-4141
0,Hambro Recycling,420 S G ST ,ARCATA,95521,CRV,(707) 951-6203
0,JL Recycling,1725 CAVALLO RD ,ANTIOCH,94509,CRV,(916) 459-0814
0,SOS Recycle Centers,6823 STINE RD ,BAKERSFIELD,93313,CRV,(661) 858-7410
0,Weedpatch Recycling Center,9317 Main St ,LAMONT,93241,CRV,(571) 888-6360
0,Sunset Recycling Center,10790 MACARTHUR BLVD ,OAKLAND,94605,CRV,(818) 661-7387
0,Vard Recycling,4371 Phelan Rd ,Phelan,92371,CRV,(323) 354-6125
0,New Life Recycling,138 E 1ST ST ,BUTTONWILLOW,93206,CRV,(661) 450-7271
0,Ada's Recycling,1426 FREEDOM BLVD ,WATSONVILLE,95076,CRV,(831) 240-9056
